Reviews,ID,Rating,Product
"so far the airpods are great!!! they came in a new apple package, with a charger, and it’s perfectly new no scratches scuffs or anything! really satisfied with my order",269,positive,Apple AirPods (2nd Generation)
es un buen producto los recomiendo calidad y sonido,270,positive,Apple AirPods (2nd Generation)
,271,positive,Apple AirPods (2nd Generation)
i have been using apple products for seven years and really like this ipad. the screen is very good and fast. the only thing that hurts is that the battery runs out very quickly. i also bought some for my colleagues. they said that there was no problem with the products and that they were genuine products on amazon. they don't need to place orders on apple's official website in the future.,272,positive,Apple AirPods (2nd Generation)
great,273,positive,Apple AirPods (2nd Generation)
loved them,274,positive,Apple AirPods (2nd Generation)
,275,positive,Apple AirPods (2nd Generation)
"
                    the media could not be loaded.
                ",276,positive,Apple AirPods (2nd Generation)
"this is the 3rd pair that i bought because i keep losing them. their are very good too used all day long, i use one at the time and when it's dead i used the other one.",277,positive,Apple AirPods (2nd Generation)
i didn’t think this item was going to come in such good condition!!! also very new and the battery life if this device is absolutely magnificent,278,positive,Apple AirPods (2nd Generation)
they work  .,279,positive,Apple AirPods (2nd Generation)
for a friend she is happy with them,280,positive,Apple AirPods (2nd Generation)
they are okay not worth the price for me and the insurance do not cover loss. i only have one now.,281,positive,Apple AirPods (2nd Generation)
they work great,282,positive,Apple AirPods (2nd Generation)
this works with ios devices and androids too do if you have an android you can connect it with bluetooth. battery life is good it last many days but i don't use them that much so that's my personal take on that.,283,positive,Apple AirPods (2nd Generation)
que puedo hacer todos mis que a ser es de la casa sin que me estorbe nada,284,positive,Apple AirPods (2nd Generation)
,285,positive,Apple AirPods (2nd Generation)
this product is so great! the price is so cheap than the other store.,286,positive,Apple AirPods (2nd Generation)
worked just like i bought it out apple store,287,positive,Apple AirPods (2nd Generation)
"i bought these when they were only for $100, and all i can say is that if you are an apple user definitely get these. the airpods are not first gen, which is a lot of reviews are saying, they are second gen as stated, you just have to check the serial number. packaging was amazing and satisfying to peel off. the battery life on these is amazing. as long as you don’t use them like, all the time, like maybe a few times a day, they’ll last you a good long while. charge them before first use. this’ll significantly increase battery life. these are not noise cancelling.",288,positive,Apple AirPods (2nd Generation)
these headphones are so good even my bf loves them which is why i had to buy another pair. they’re perfect! they also work on samsung because that’s what he has and uses them on lol.,289,positive,Apple AirPods (2nd Generation)
got those for my mom’s christmas gift and she loves it,290,positive,Apple AirPods (2nd Generation)
i love the product! all of the features are awesome!,291,positive,Apple AirPods (2nd Generation)
muy buenos,292,positive,Apple AirPods (2nd Generation)
,293,positive,Apple AirPods (2nd Generation)
"tenia miedo que no me llegaran, pero todo perfecto con todo bien sellado, los recomiendo bastante",294,positive,Apple AirPods (2nd Generation)
,295,positive,Apple AirPods (2nd Generation)
this is an excellent product.,296,positive,Apple AirPods (2nd Generation)
excellent item,297,positive,Apple AirPods (2nd Generation)
"exactly what i needed, good price too",298,positive,Apple AirPods (2nd Generation)
my nephew wanted this gift he was so happy to get them for his bday,299,positive,Apple AirPods (2nd Generation)
works just perfect for my needs,300,positive,Apple AirPods (2nd Generation)
"i really needed them, and the battery and sound is great",301,positive,Apple AirPods (2nd Generation)
best product for these money.delivery in time.ideal packaging.great deal.,302,positive,Apple AirPods (2nd Generation)
,303,positive,Apple AirPods (2nd Generation)
"
                    the media could not be loaded.
                ",304,positive,Apple AirPods (2nd Generation)
" great set of ear buds. i typically don’t wear any type of headphones cuz they are annoying but these i absolutely enjoy using! they stay out and have a lot of cool features! ithey can charge wireless on a mat, they pause immediately when u take them out, u can use them for siri!! also if someone else has a pair your able to share songs, podcasts exc from your set to theirs! you can skip videos in youtube by simply tapping left to go back or the right to skip forward! each day i learn new tricks! i highly recommend them! the price and quality can’t be beat! a++",305,positive,Apple AirPods (2nd Generation)
this airpod was so helpful,306,positive,Apple AirPods (2nd Generation)
"the airpods came in the actual box and brand new. works perfectly, clean and sounds good.",307,positive,Apple AirPods (2nd Generation)
son muy practicos,308,positive,Apple AirPods (2nd Generation)
,309,positive,Apple AirPods (2nd Generation)
great airpods.,310,positive,Apple AirPods (2nd Generation)
sync with iphone is flawless and sound quality is good.,311,positive,Apple AirPods (2nd Generation)
awesome stuff,312,positive,Apple AirPods (2nd Generation)
headphones are amazing but the case won’t hold a charge. the headphones only charge if the case is plugged in. if the case would actually charge i would have left 5 stars… edit customer service was amazing and helped me figure out how to go about getting a new case!,313,positive,Apple AirPods (2nd Generation)
my son loves them.,314,positive,Apple AirPods (2nd Generation)
i like this product it service the intended purpose. good quality!,315,positive,Apple AirPods (2nd Generation)
it came quickly and was as expected,316,positive,Apple AirPods (2nd Generation)
"i bought this item almost one year ago. and the battery is still very good and still has that amazing sound quality. unfortunately i’m not so happy with the noise cancellation. i can still hear the background noise when i am playing music. but other then that, this product is great!",317,positive,Apple AirPods (2nd Generation)
unless you turn them up full blast they are not noise canceling. i can hear a lot of what’s going on around me when i have these in which kinda sucks but oh well. sound quality get worse and worse over time and eventually they will sound so low you need to get another pair of earphones! happened to me and within months of getting my new pair they would sound bad already.,318,positive,Apple AirPods (2nd Generation)
